id_siswa,nama,nrp,id_mapel,score,id_kota
311,John Houston,00900000000015,3,7.0,9
311,John Houston,00900000000015,4,6.0,9
311,John Houston,00900000000015,5,8.0,9
311,John Houston,00900000000015,6,7.0,9
311,John Houston,00900000000015,7,8.0,9
312,Mary Stewart,00900000000016,1,3.0,9
312,Mary Stewart,00900000000016,2,7.0,9
312,Mary Stewart,00900000000016,3,5.0,9
312,Mary Stewart,00900000000016,4,3.0,9
312,Mary Stewart,00900000000016,5,7.0,9
312,Mary Stewart,00900000000016,6,4.0,9
312,Mary Stewart,00900000000016,7,4.0,9
313,Joseph Johnston,00900000000017,1,4.0,9
313,Joseph Johnston,00900000000017,2,7.0,9
313,Joseph Johnston,00900000000017,3,5.0,9
313,Joseph Johnston,00900000000017,4,3.0,9
313,Joseph Johnston,00900000000017,5,6.0,9
313,Joseph Johnston,00900000000017,6,5.0,9
313,Joseph Johnston,00900000000017,7,4.0,9
314,Crystal Best,00900000000018,1,3.0,9
314,Crystal Best,00900000000018,2,6.0,9
314,Crystal Best,00900000000018,3,4.0,9
314,Crystal Best,00900000000018,4,6.0,9
314,Crystal Best,00900000000018,5,5.0,9
314,Crystal Best,00900000000018,6,5.0,9
314,Crystal Best,00900000000018,7,8.0,9
315,James Moore PhD,00900000000019,1,8.0,9
315,James Moore PhD,00900000000019,2,4.0,9
315,James Moore PhD,00900000000019,3,6.0,9
315,James Moore PhD,00900000000019,4,2.0,9
315,James Moore PhD,00900000000019,5,6.0,9
315,James Moore PhD,00900000000019,6,5.0,9
315,James Moore PhD,00900000000019,7,3.0,9
316,Julie Murray,00900000000020,1,2.0,9
316,Julie Murray,00900000000020,2,2.0,9
316,Julie Murray,00900000000020,3,4.0,9
316,Julie Murray,00900000000020,4,4.0,9
316,Julie Murray,00900000000020,5,5.0,9
316,Julie Murray,00900000000020,6,7.0,9
316,Julie Murray,00900000000020,7,4.0,9
317,Teresa White,00900000000021,1,4.0,9
317,Teresa White,00900000000021,2,6.0,9
317,Teresa White,00900000000021,3,4.0,9
317,Teresa White,00900000000021,4,7.0,9
317,Teresa White,00900000000021,5,4.0,9
317,Teresa White,00900000000021,6,2.0,9
317,Teresa White,00900000000021,7,3.0,9
318,Dominique Hendricks,00900000000022,1,6.0,9
318,Dominique Hendricks,00900000000022,2,7.0,9
318,Dominique Hendricks,00900000000022,3,5.0,9
318,Dominique Hendricks,00900000000022,4,8.0,9
318,Dominique Hendricks,00900000000022,5,4.0,9
318,Dominique Hendricks,00900000000022,6,4.0,9
318,Dominique Hendricks,00900000000022,7,8.0,9
319,Kathleen Campbell,00900000000023,1,3.0,9
319,Kathleen Campbell,00900000000023,2,4.0,9
319,Kathleen Campbell,00900000000023,3,6.0,9
319,Kathleen Campbell,00900000000023,4,7.0,9
319,Kathleen Campbell,00900000000023,5,7.0,9
319,Kathleen Campbell,00900000000023,6,5.0,9
319,Kathleen Campbell,00900000000023,7,7.0,9
320,Elizabeth Osborn,00900000000024,1,5.0,9
320,Elizabeth Osborn,00900000000024,2,7.0,9
320,Elizabeth Osborn,00900000000024,3,5.0,9
320,Elizabeth Osborn,00900000000024,4,4.0,9
320,Elizabeth Osborn,00900000000024,5,3.0,9
320,Elizabeth Osborn,00900000000024,6,5.0,9
320,Elizabeth Osborn,00900000000024,7,7.0,9
321,Erin Brennan,00900000000025,1,6.0,9
321,Erin Brennan,00900000000025,2,5.0,9
321,Erin Brennan,00900000000025,3,6.0,9
321,Erin Brennan,00900000000025,4,5.0,9
321,Erin Brennan,00900000000025,5,6.0,9
321,Erin Brennan,00900000000025,6,9.0,9
321,Erin Brennan,00900000000025,7,4.0,9
322,Andre Quinn,00900000000026,1,5.0,9
322,Andre Quinn,00900000000026,2,6.0,9
322,Andre Quinn,00900000000026,3,3.0,9
322,Andre Quinn,00900000000026,4,4.0,9
322,Andre Quinn,00900000000026,5,4.0,9
322,Andre Quinn,00900000000026,6,3.0,9
322,Andre Quinn,00900000000026,7,7.0,9
323,Michael Johnson,00900000000027,1,3.0,9
323,Michael Johnson,00900000000027,2,6.0,9
323,Michael Johnson,00900000000027,3,3.0,9
323,Michael Johnson,00900000000027,4,4.0,9
323,Michael Johnson,00900000000027,5,5.0,9
323,Michael Johnson,00900000000027,6,5.0,9
323,Michael Johnson,00900000000027,7,7.0,9
324,Alvin Hull,00900000000028,1,6.0,9
324,Alvin Hull,00900000000028,2,5.0,9
324,Alvin Hull,00900000000028,3,4.0,9
324,Alvin Hull,00900000000028,4,5.0,9
324,Alvin Hull,00900000000028,5,5.0,9
324,Alvin Hull,00900000000028,6,4.0,9
324,Alvin Hull,00900000000028,7,1.0,9
325,Howard Johnson,00900000000029,1,4.0,9
325,Howard Johnson,00900000000029,2,2.0,9
325,Howard Johnson,00900000000029,3,2.0,9
325,Howard Johnson,00900000000029,4,4.0,9
325,Howard Johnson,00900000000029,5,5.0,9
325,Howard Johnson,00900000000029,6,3.0,9
325,Howard Johnson,00900000000029,7,3.0,9
326,Anna Ryan,00900000000030,1,4.0,9
326,Anna Ryan,00900000000030,2,5.0,9
326,Anna Ryan,00900000000030,3,2.0,9
326,Anna Ryan,00900000000030,4,4.0,9
326,Anna Ryan,00900000000030,5,3.0,9
326,Anna Ryan,00900000000030,6,5.0,9
326,Anna Ryan,00900000000030,7,2.0,9
327,Angela Mooney,00900000000031,1,4.0,9
327,Angela Mooney,00900000000031,2,4.0,9
327,Angela Mooney,00900000000031,3,4.0,9
327,Angela Mooney,00900000000031,4,4.0,9
327,Angela Mooney,00900000000031,5,6.0,9
327,Angela Mooney,00900000000031,6,5.0,9
327,Angela Mooney,00900000000031,7,6.0,9
328,Sierra Leblanc,00900000000032,1,6.0,9
328,Sierra Leblanc,00900000000032,2,3.0,9
328,Sierra Leblanc,00900000000032,3,6.0,9
328,Sierra Leblanc,00900000000032,4,5.0,9
328,Sierra Leblanc,00900000000032,5,6.0,9
328,Sierra Leblanc,00900000000032,6,4.0,9
328,Sierra Leblanc,00900000000032,7,3.0,9
329,Brandon Scott,00900000000033,1,4.0,9
329,Brandon Scott,00900000000033,2,8.0,9
329,Brandon Scott,00900000000033,3,6.0,9
329,Brandon Scott,00900000000033,4,4.0,9
329,Brandon Scott,00900000000033,5,8.0,9
329,Brandon Scott,00900000000033,6,4.0,9
329,Brandon Scott,00900000000033,7,7.0,9
330,Diana Haas,00900000000034,1,2.0,9
330,Diana Haas,00900000000034,2,6.0,9
330,Diana Haas,00900000000034,3,6.0,9
330,Diana Haas,00900000000034,4,7.0,9
330,Diana Haas,00900000000034,5,8.0,9
330,Diana Haas,00900000000034,6,1.0,9
330,Diana Haas,00900000000034,7,5.0,9
331,Brian James,00900000000035,1,3.0,9
331,Brian James,00900000000035,2,4.0,9
331,Brian James,00900000000035,3,4.0,9
331,Brian James,00900000000035,4,4.0,9
331,Brian James,00900000000035,5,5.0,9
331,Brian James,00900000000035,6,6.0,9
331,Brian James,00900000000035,7,6.0,9
332,Christopher Rogers,00900000000036,1,3.0,9
332,Christopher Rogers,00900000000036,2,3.0,9
332,Christopher Rogers,00900000000036,3,2.0,9
332,Christopher Rogers,00900000000036,4,7.0,9
332,Christopher Rogers,00900000000036,5,3.0,9
332,Christopher Rogers,00900000000036,6,6.0,9
332,Christopher Rogers,00900000000036,7,6.0,9
333,Alicia Giles,00900000000037,1,4.0,9
333,Alicia Giles,00900000000037,2,9.0,9
333,Alicia Giles,00900000000037,3,6.0,9
333,Alicia Giles,00900000000037,4,4.0,9
333,Alicia Giles,00900000000037,5,3.0,9
333,Alicia Giles,00900000000037,6,7.0,9
333,Alicia Giles,00900000000037,7,6.0,9
id_siswa,nama,nrp,id_mapel,score,id_kota
334,Dustin Torres,01000000000001,1,2.0,10
334,Dustin Torres,01000000000001,2,8.0,10
334,Dustin Torres,01000000000001,3,7.0,10
334,Dustin Torres,01000000000001,4,5.0,10
334,Dustin Torres,01000000000001,5,4.0,10
334,Dustin Torres,01000000000001,6,8.0,10
334,Dustin Torres,01000000000001,7,2.0,10
335,Brian Powell,01000000000002,1,3.0,10
335,Brian Powell,01000000000002,2,9.0,10
335,Brian Powell,01000000000002,3,2.0,10
335,Brian Powell,01000000000002,4,4.0,10
335,Brian Powell,01000000000002,5,6.0,10
335,Brian Powell,01000000000002,6,5.0,10
335,Brian Powell,01000000000002,7,6.0,10
336,David Adams,01000000000003,1,6.0,10
336,David Adams,01000000000003,2,6.0,10
336,David Adams,01000000000003,3,11.0,10
336,David Adams,01000000000003,4,4.0,10
336,David Adams,01000000000003,5,7.0,10
336,David Adams,01000000000003,6,7.0,10
336,David Adams,01000000000003,7,2.0,10
337,Latasha Hayes,01000000000004,1,7.0,10
337,Latasha Hayes,01000000000004,2,5.0,10
337,Latasha Hayes,01000000000004,3,6.0,10
337,Latasha Hayes,01000000000004,4,6.0,10
337,Latasha Hayes,01000000000004,5,8.0,10
337,Latasha Hayes,01000000000004,6,4.0,10
337,Latasha Hayes,01000000000004,7,5.0,10
338,Darren Pope,01000000000005,1,10.0,10
338,Darren Pope,01000000000005,2,7.0,10
338,Darren Pope,01000000000005,3,7.0,10
338,Darren Pope,01000000000005,4,4.0,10
338,Darren Pope,01000000000005,5,6.0,10
338,Darren Pope,01000000000005,6,4.0,10
338,Darren Pope,01000000000005,7,3.0,10
339,Michelle Valdez,01000000000006,1,4.0,10
339,Michelle Valdez,01000000000006,2,2.0,10
339,Michelle Valdez,01000000000006,3,6.0,10
339,Michelle Valdez,01000000000006,4,4.0,10
339,Michelle Valdez,01000000000006,5,8.0,10
339,Michelle Valdez,01000000000006,6,4.0,10
339,Michelle Valdez,01000000000006,7,11.0,10
340,Jamie Johnson,01000000000007,1,8.0,10
340,Jamie Johnson,01000000000007,2,4.0,10
340,Jamie Johnson,01000000000007,3,5.0,10
340,Jamie Johnson,01000000000007,4,6.0,10
340,Jamie Johnson,01000000000007,5,4.0,10
340,Jamie Johnson,01000000000007,6,5.0,10
340,Jamie Johnson,01000000000007,7,7.0,10
341,Amanda Brown,01000000000008,1,2.0,10
341,Amanda Brown,01000000000008,2,2.0,10
341,Amanda Brown,01000000000008,3,1.0,10
341,Amanda Brown,01000000000008,4,5.0,10
341,Amanda Brown,01000000000008,5,7.0,10
341,Amanda Brown,01000000000008,6,4.0,10
341,Amanda Brown,01000000000008,7,4.0,10
342,Alyssa Ramos,01000000000009,1,7.0,10
342,Alyssa Ramos,01000000000009,2,6.0,10
342,Alyssa Ramos,01000000000009,3,8.0,10
342,Alyssa Ramos,01000000000009,4,9.0,10
342,Alyssa Ramos,01000000000009,5,5.0,10
342,Alyssa Ramos,01000000000009,6,8.0,10
342,Alyssa Ramos,01000000000009,7,4.0,10
343,Ryan Shaffer,01000000000010,1,6.0,10
343,Ryan Shaffer,01000000000010,2,3.0,10
343,Ryan Shaffer,01000000000010,3,5.0,10
343,Ryan Shaffer,01000000000010,4,7.0,10
343,Ryan Shaffer,01000000000010,5,8.0,10
343,Ryan Shaffer,01000000000010,6,4.0,10
343,Ryan Shaffer,01000000000010,7,8.0,10
344,Gary Garza,01000000000011,1,4.0,10
344,Gary Garza,01000000000011,2,7.0,10
344,Gary Garza,01000000000011,3,3.0,10
344,Gary Garza,01000000000011,4,2.0,10
344,Gary Garza,01000000000011,5,2.0,10
344,Gary Garza,01000000000011,6,5.0,10
344,Gary Garza,01000000000011,7,2.0,10
345,Melissa Ho,01000000000012,1,4.0,10
345,Melissa Ho,01000000000012,2,4.0,10
345,Melissa Ho,01000000000012,3,9.0,10
345,Melissa Ho,01000000000012,4,7.0,10
345,Melissa Ho,01000000000012,5,4.0,10
345,Melissa Ho,01000000000012,6,4.0,10
345,Melissa Ho,01000000000012,7,2.0,10
346,Kaitlyn Winters,01000000000013,1,7.0,10
346,Kaitlyn Winters,01000000000013,2,9.0,10
346,Kaitlyn Winters,01000000000013,3,5.0,10
346,Kaitlyn Winters,01000000000013,4,4.0,10
346,Kaitlyn Winters,01000000000013,5,3.0,10
346,Kaitlyn Winters,01000000000013,6,6.0,10
346,Kaitlyn Winters,01000000000013,7,9.0,10
347,Katrina Fletcher,01000000000014,1,6.0,10
347,Katrina Fletcher,01000000000014,2,5.0,10
347,Katrina Fletcher,01000000000014,3,3.0,10
347,Katrina Fletcher,01000000000014,4,3.0,10
347,Katrina Fletcher,01000000000014,5,5.0,10
347,Katrina Fletcher,01000000000014,6,4.0,10
347,Katrina Fletcher,01000000000014,7,4.0,10
348,Shawn Thompson,01000000000015,1,5.0,10
348,Shawn Thompson,01000000000015,2,2.0,10
348,Shawn Thompson,01000000000015,3,2.0,10
348,Shawn Thompson,01000000000015,4,5.0,10
348,Shawn Thompson,01000000000015,5,4.0,10
348,Shawn Thompson,01000000000015,6,7.0,10
348,Shawn Thompson,01000000000015,7,4.0,10
349,Denise Hall,01000000000016,1,4.0,10
349,Denise Hall,01000000000016,2,4.0,10
349,Denise Hall,01000000000016,3,5.0,10
349,Denise Hall,01000000000016,4,5.0,10
349,Denise Hall,01000000000016,5,6.0,10
349,Denise Hall,01000000000016,6,5.0,10
349,Denise Hall,01000000000016,7,5.0,10
350,Rachel Hill,01000000000017,1,6.0,10
350,Rachel Hill,01000000000017,2,7.0,10
350,Rachel Hill,01000000000017,3,5.0,10
350,Rachel Hill,01000000000017,4,7.0,10
350,Rachel Hill,01000000000017,5,4.0,10
350,Rachel Hill,01000000000017,6,4.0,10
350,Rachel Hill,01000000000017,7,5.0,10
351,Kathleen Smith,01000000000018,1,4.0,10
351,Kathleen Smith,01000000000018,2,5.0,10
351,Kathleen Smith,01000000000018,3,5.0,10
351,Kathleen Smith,01000000000018,4,1.0,10
351,Kathleen Smith,01000000000018,5,6.0,10
351,Kathleen Smith,01000000000018,6,6.0,10
351,Kathleen Smith,01000000000018,7,2.0,10
352,Connie Lee,01000000000019,1,0.0,10
352,Connie Lee,01000000000019,2,5.0,10
352,Connie Lee,01000000000019,3,3.0,10
352,Connie Lee,01000000000019,4,5.0,10
352,Connie Lee,01000000000019,5,7.0,10
352,Connie Lee,01000000000019,6,4.0,10
352,Connie Lee,01000000000019,7,4.0,10
353,Brandy Anderson,01000000000020,1,4.0,10
353,Brandy Anderson,01000000000020,2,4.0,10
353,Brandy Anderson,01000000000020,3,5.0,10
353,Brandy Anderson,01000000000020,4,5.0,10
353,Brandy Anderson,01000000000020,5,10.0,10
353,Brandy Anderson,01000000000020,6,6.0,10
353,Brandy Anderson,01000000000020,7,7.0,10
354,Nancy Clark,01000000000021,1,6.0,10
354,Nancy Clark,01000000000021,2,4.0,10
354,Nancy Clark,01000000000021,3,3.0,10
354,Nancy Clark,01000000000021,4,3.0,10
354,Nancy Clark,01000000000021,5,6.0,10
354,Nancy Clark,01000000000021,6,8.0,10
354,Nancy Clark,01000000000021,7,7.0,10
355,Barbara Pierce,01000000000022,1,6.0,10
355,Barbara Pierce,01000000000022,2,5.0,10
355,Barbara Pierce,01000000000022,3,7.0,10
355,Barbara Pierce,01000000000022,4,4.0,10
355,Barbara Pierce,01000000000022,5,3.0,10
355,Barbara Pierce,01000000000022,6,3.0,10
355,Barbara Pierce,01000000000022,7,4.0,10
356,Jessica Ramsey,01000000000023,1,3.0,10
356,Jessica Ramsey,01000000000023,2,8.0,10
356,Jessica Ramsey,01000000000023,3,4.0,10
356,Jessica Ramsey,01000000000023,4,6.0,10
356,Jessica Ramsey,01000000000023,5,4.0,10
356,Jessica Ramsey,01000000000023,6,7.0,10
356,Jessica Ramsey,01000000000023,7,2.0,10
357,Denise Curtis,01000000000024,1,3.0,10
357,Denise Curtis,01000000000024,2,9.0,10
357,Denise Curtis,01000000000024,3,5.0,10
357,Denise Curtis,01000000000024,4,1.0,10
357,Denise Curtis,01000000000024,5,4.0,10
357,Denise Curtis,01000000000024,6,4.0,10
357,Denise Curtis,01000000000024,7,5.0,10
358,Rodney Gonzales,01000000000025,1,4.0,10
358,Rodney Gonzales,01000000000025,2,2.0,10
358,Rodney Gonzales,01000000000025,3,8.0,10
358,Rodney Gonzales,01000000000025,4,7.0,10
358,Rodney Gonzales,01000000000025,5,9.0,10
358,Rodney Gonzales,01000000000025,6,5.0,10
358,Rodney Gonzales,01000000000025,7,9.0,10
359,Jessica Riley,01000000000026,1,3.0,10
359,Jessica Riley,01000000000026,2,6.0,10
359,Jessica Riley,01000000000026,3,6.0,10
359,Jessica Riley,01000000000026,4,3.0,10
359,Jessica Riley,01000000000026,5,6.0,10
359,Jessica Riley,01000000000026,6,3.0,10
359,Jessica Riley,01000000000026,7,8.0,10
360,Dana Gomez,01000000000027,1,3.0,10
360,Dana Gomez,01000000000027,2,8.0,10
360,Dana Gomez,01000000000027,3,4.0,10
360,Dana Gomez,01000000000027,4,9.0,10
360,Dana Gomez,01000000000027,5,5.0,10
360,Dana Gomez,01000000000027,6,3.0,10
360,Dana Gomez,01000000000027,7,1.0,10
361,Derrick Wells,01000000000028,1,4.0,10
361,Derrick Wells,01000000000028,2,5.0,10
361,Derrick Wells,01000000000028,3,2.0,10
361,Derrick Wells,01000000000028,4,6.0,10
361,Derrick Wells,01000000000028,5,4.0,10
361,Derrick Wells,01000000000028,6,5.0,10
361,Derrick Wells,01000000000028,7,7.0,10
362,Christine Bennett,01000000000029,1,5.0,10
362,Christine Bennett,01000000000029,2,5.0,10
362,Christine Bennett,01000000000029,3,5.0,10
362,Christine Bennett,01000000000029,4,7.0,10
362,Christine Bennett,01000000000029,5,7.0,10
362,Christine Bennett,01000000000029,6,6.0,10
362,Christine Bennett,01000000000029,7,7.0,10
363,Charles Lawson,01000000000030,1,3.0,10
363,Charles Lawson,01000000000030,2,5.0,10
363,Charles Lawson,01000000000030,3,3.0,10
363,Charles Lawson,01000000000030,4,6.0,10
363,Charles Lawson,01000000000030,5,5.0,10
363,Charles Lawson,01000000000030,6,3.0,10
363,Charles Lawson,01000000000030,7,3.0,10
364,Taylor Henderson,01000000000031,1,5.0,10
364,Taylor Henderson,01000000000031,2,6.0,10
364,Taylor Henderson,01000000000031,3,5.0,10
364,Taylor Henderson,01000000000031,4,7.0,10
364,Taylor Henderson,01000000000031,5,5.0,10
364,Taylor Henderson,01000000000031,6,2.0,10
364,Taylor Henderson,01000000000031,7,3.0,10
365,Joseph Mendoza,01000000000032,1,8.0,10
365,Joseph Mendoza,01000000000032,2,6.0,10
365,Joseph Mendoza,01000000000032,3,3.0,10
365,Joseph Mendoza,01000000000032,4,3.0,10
365,Joseph Mendoza,01000000000032,5,5.0,10
365,Joseph Mendoza,01000000000032,6,5.0,10
365,Joseph Mendoza,01000000000032,7,3.0,10
366,Melissa Davis,01000000000033,1,3.0,10
366,Melissa Davis,01000000000033,2,2.0,10
366,Melissa Davis,01000000000033,3,5.0,10
366,Melissa Davis,01000000000033,4,3.0,10
366,Melissa Davis,01000000000033,5,9.0,10
366,Melissa Davis,01000000000033,6,4.0,10
366,Melissa Davis,01000000000033,7,4.0,10
367,Darryl Wallace,01000000000034,1,7.0,10
367,Darryl Wallace,01000000000034,2,2.0,10
367,Darryl Wallace,01000000000034,3,0.0,10
367,Darryl Wallace,01000000000034,4,4.0,10
367,Darryl Wallace,01000000000034,5,4.0,10
367,Darryl Wallace,01000000000034,6,8.0,10
367,Darryl Wallace,01000000000034,7,8.0,10
368,Kathryn Hill,01000000000035,1,8.0,10
368,Kathryn Hill,01000000000035,2,5.0,10
368,Kathryn Hill,01000000000035,3,6.0,10
368,Kathryn Hill,01000000000035,4,2.0,10
368,Kathryn Hill,01000000000035,5,4.0,10
368,Kathryn Hill,01000000000035,6,8.0,10
368,Kathryn Hill,01000000000035,7,9.0,10
369,Jonathan Kane,01000000000036,1,3.0,10
369,Jonathan Kane,01000000000036,2,3.0,10
369,Jonathan Kane,01000000000036,3,3.0,10
369,Jonathan Kane,01000000000036,4,5.0,10
369,Jonathan Kane,01000000000036,5,5.0,10
369,Jonathan Kane,01000000000036,6,4.0,10
369,Jonathan Kane,01000000000036,7,2.0,10
370,Mario Smith,01000000000037,1,3.0,10
370,Mario Smith,01000000000037,2,4.0,10
370,Mario Smith,01000000000037,3,6.0,10
370,Mario Smith,01000000000037,4,5.0,10
370,Mario Smith,01000000000037,5,6.0,10
370,Mario Smith,01000000000037,6,6.0,10
370,Mario Smith,01000000000037,7,5.0,10
id_siswa,nama,nrp,id_mapel,score,id_kota
371,Mr. Matthew Kelly,01100000000001,1,7.0,11
371,Mr. Matthew Kelly,01100000000001,2,5.0,11
371,Mr. Matthew Kelly,01100000000001,3,4.0,11
371,Mr. Matthew Kelly,01100000000001,4,5.0,11
371,Mr. Matthew Kelly,01100000000001,5,4.0,11
371,Mr. Matthew Kelly,01100000000001,6,1.0,11
371,Mr. Matthew Kelly,01100000000001,7,5.0,11
372,Holly Velez,01100000000002,1,6.0,11
372,Holly Velez,01100000000002,2,5.0,11
372,Holly Velez,01100000000002,3,6.0,11
372,Holly Velez,01100000000002,4,4.0,11
372,Holly Velez,01100000000002,5,2.0,11
372,Holly Velez,01100000000002,6,7.0,11
372,Holly Velez,01100000000002,7,8.0,11
373,Robert Pineda,01100000000003,1,2.0,11
373,Robert Pineda,01100000000003,2,8.0,11
373,Robert Pineda,01100000000003,3,9.0,11
373,Robert Pineda,01100000000003,4,5.0,11
373,Robert Pineda,01100000000003,5,5.0,11
373,Robert Pineda,01100000000003,6,5.0,11
373,Robert Pineda,01100000000003,7,7.0,11
374,Patrick Cohen,01100000000004,1,3.0,11
374,Patrick Cohen,01100000000004,2,7.0,11
374,Patrick Cohen,01100000000004,3,5.0,11
374,Patrick Cohen,01100000000004,4,5.0,11
374,Patrick Cohen,01100000000004,5,7.0,11
374,Patrick Cohen,01100000000004,6,7.0,11
374,Patrick Cohen,01100000000004,7,5.0,11
375,David Morales,01100000000005,1,9.0,11
375,David Morales,01100000000005,2,4.0,11
375,David Morales,01100000000005,3,5.0,11
375,David Morales,01100000000005,4,6.0,11
375,David Morales,01100000000005,5,6.0,11
375,David Morales,01100000000005,6,6.0,11
375,David Morales,01100000000005,7,3.0,11
376,Linda Gomez,01100000000006,1,2.0,11
376,Linda Gomez,01100000000006,2,7.0,11
376,Linda Gomez,01100000000006,3,5.0,11
376,Linda Gomez,01100000000006,4,3.0,11
376,Linda Gomez,01100000000006,5,3.0,11
376,Linda Gomez,01100000000006,6,5.0,11
376,Linda Gomez,01100000000006,7,8.0,11
377,Joseph Waters,01100000000007,1,4.0,11
377,Joseph Waters,01100000000007,2,6.0,11
377,Joseph Waters,01100000000007,3,2.0,11
377,Joseph Waters,01100000000007,4,2.0,11
377,Joseph Waters,01100000000007,5,5.0,11
377,Joseph Waters,01100000000007,6,2.0,11
377,Joseph Waters,01100000000007,7,3.0,11
378,Michael Johnson,01100000000008,1,6.0,11
378,Michael Johnson,01100000000008,2,3.0,11
378,Michael Johnson,01100000000008,3,5.0,11
378,Michael Johnson,01100000000008,4,5.0,11
378,Michael Johnson,01100000000008,5,7.0,11
378,Michael Johnson,01100000000008,6,5.0,11
378,Michael Johnson,01100000000008,7,3.0,11
379,Austin Beasley,01100000000009,1,8.0,11
379,Austin Beasley,01100000000009,2,5.0,11
379,Austin Beasley,01100000000009,3,3.0,11
379,Austin Beasley,01100000000009,4,5.0,11
379,Austin Beasley,01100000000009,5,8.0,11
379,Austin Beasley,01100000000009,6,6.0,11
379,Austin Beasley,01100000000009,7,9.0,11
380,Andrew Cook,01100000000010,1,3.0,11
380,Andrew Cook,01100000000010,2,3.0,11
380,Andrew Cook,01100000000010,3,2.0,11
380,Andrew Cook,01100000000010,4,6.0,11
380,Andrew Cook,01100000000010,5,5.0,11
380,Andrew Cook,01100000000010,6,5.0,11
380,Andrew Cook,01100000000010,7,6.0,11
381,Catherine Murphy,01100000000011,1,6.0,11
381,Catherine Murphy,01100000000011,2,7.0,11
381,Catherine Murphy,01100000000011,3,9.0,11
381,Catherine Murphy,01100000000011,4,5.0,11
381,Catherine Murphy,01100000000011,5,7.0,11
381,Catherine Murphy,01100000000011,6,1.0,11
381,Catherine Murphy,01100000000011,7,6.0,11
382,Jon Jefferson,01100000000012,1,5.0,11
382,Jon Jefferson,01100000000012,2,4.0,11
382,Jon Jefferson,01100000000012,3,4.0,11
382,Jon Jefferson,01100000000012,4,6.0,11
382,Jon Jefferson,01100000000012,5,6.0,11
382,Jon Jefferson,01100000000012,6,5.0,11
382,Jon Jefferson,01100000000012,7,6.0,11
383,John Jensen,01100000000013,1,3.0,11
383,John Jensen,01100000000013,2,6.0,11
383,John Jensen,01100000000013,3,6.0,11
383,John Jensen,01100000000013,4,8.0,11
383,John Jensen,01100000000013,5,6.0,11
383,John Jensen,01100000000013,6,7.0,11
383,John Jensen,01100000000013,7,6.0,11
384,Ryan Hutchinson,01100000000014,1,9.0,11
384,Ryan Hutchinson,01100000000014,2,5.0,11
384,Ryan Hutchinson,01100000000014,3,6.0,11
384,Ryan Hutchinson,01100000000014,4,8.0,11
384,Ryan Hutchinson,01100000000014,5,7.0,11
384,Ryan Hutchinson,01100000000014,6,5.0,11
384,Ryan Hutchinson,01100000000014,7,3.0,11
385,Nicole Mccarty,01100000000015,1,6.0,11
385,Nicole Mccarty,01100000000015,2,7.0,11
385,Nicole Mccarty,01100000000015,3,6.0,11
385,Nicole Mccarty,01100000000015,4,5.0,11
385,Nicole Mccarty,01100000000015,5,9.0,11
385,Nicole Mccarty,01100000000015,6,8.0,11
385,Nicole Mccarty,01100000000015,7,6.0,11
386,Laurie Branch,01100000000016,1,5.0,11
386,Laurie Branch,01100000000016,2,4.0,11
386,Laurie Branch,01100000000016,3,7.0,11
386,Laurie Branch,01100000000016,4,3.0,11
386,Laurie Branch,01100000000016,5,5.0,11
386,Laurie Branch,01100000000016,6,7.0,11
386,Laurie Branch,01100000000016,7,2.0,11
387,Benjamin Sanchez,01100000000017,1,5.0,11
387,Benjamin Sanchez,01100000000017,2,3.0,11
387,Benjamin Sanchez,01100000000017,3,5.0,11
387,Benjamin Sanchez,01100000000017,4,5.0,11
387,Benjamin Sanchez,01100000000017,5,2.0,11
387,Benjamin Sanchez,01100000000017,6,6.0,11
387,Benjamin Sanchez,01100000000017,7,3.0,11
388,John Cook,01100000000018,1,5.0,11
388,John Cook,01100000000018,2,8.0,11
388,John Cook,01100000000018,3,4.0,11
388,John Cook,01100000000018,4,3.0,11
388,John Cook,01100000000018,5,7.0,11
388,John Cook,01100000000018,6,8.0,11
388,John Cook,01100000000018,7,11.0,11
389,Christian Moore,01100000000019,1,6.0,11
389,Christian Moore,01100000000019,2,6.0,11
389,Christian Moore,01100000000019,3,5.0,11
389,Christian Moore,01100000000019,4,5.0,11
389,Christian Moore,01100000000019,5,6.0,11
389,Christian Moore,01100000000019,6,4.0,11
389,Christian Moore,01100000000019,7,3.0,11
390,Brian Diaz,01100000000020,1,4.0,11
390,Brian Diaz,01100000000020,2,5.0,11
390,Brian Diaz,01100000000020,3,6.0,11
390,Brian Diaz,01100000000020,4,3.0,11
390,Brian Diaz,01100000000020,5,6.0,11
390,Brian Diaz,01100000000020,6,1.0,11
390,Brian Diaz,01100000000020,7,6.0,11
391,Nicole Arnold,01100000000021,1,3.0,11
391,Nicole Arnold,01100000000021,2,5.0,11
391,Nicole Arnold,01100000000021,3,5.0,11
391,Nicole Arnold,01100000000021,4,5.0,11
391,Nicole Arnold,01100000000021,5,4.0,11
391,Nicole Arnold,01100000000021,6,6.0,11
391,Nicole Arnold,01100000000021,7,9.0,11
392,Joshua Snyder,01100000000022,1,6.0,11
392,Joshua Snyder,01100000000022,2,7.0,11
392,Joshua Snyder,01100000000022,3,4.0,11
392,Joshua Snyder,01100000000022,4,6.0,11
392,Joshua Snyder,01100000000022,5,6.0,11
392,Joshua Snyder,01100000000022,6,4.0,11
392,Joshua Snyder,01100000000022,7,6.0,11
